9.996371641159057519e-01,9.835743885040283407e-01,9.537510776519775302e-01,9.185676946640014551e-01,8.733843747377395550e-01,8.344972838163375872e-01,7.993377763032912808e-01,7.686131322383880082e-01,7.421874216794968060e-01,7.408564504384994587e-01,7.439964240193367440e-01,7.350969766974448927e-01,7.373366039991379184e-01,7.232611979246139633e-01,7.064873208403587013e-01
2.573470542430877916e-01,2.386977659761905790e-01,2.354617170691490069e-01,2.275014972388744450e-01,2.236395970880985240e-01,2.224685610085725684e-01,2.214774343669414503e-01,2.239557388275861816e-01,2.197658293247223005e-01,2.128745145797729388e-01,2.026473792493343473e-01,1.943712635040283077e-01,1.867751996517181268e-01,1.741923627406358754e-01,1.714116914868354935e-01
2.397115582600235772e-02,1.220079126860946356e-02,1.160836167912930247e-02,1.676575403474271295e-02,1.303159688040614154e-02,1.780064823105931282e-02,1.499498612992465445e-02,1.233233492728322798e-02,1.367784015834331429e-02,1.450639095157384845e-02,1.276201377715915387e-02,1.750001909956335963e-02,1.849957495741546068e-02,1.733500037342310118e-02,1.819808774627745124e-02
1.621063220128416901e-02,1.270072632003575556e-02,1.279376151505857637e-02,1.123856421466916736e-02,1.336084098741412152e-02,1.374499813467264242e-02,1.463693510834127715e-02,1.183753165230154968e-02,1.304806579463183881e-02,2.189214540831744757e-02,1.587663365900516405e-02,1.366432883217930799e-02,1.642810019664466339e-02,1.555902086570858968e-02,1.710714651830494426e-02
2.325800018757581689e-02,1.521002272330224461e-02,1.767063476704060915e-02,1.743030531331896810e-02,1.207932004891336050e-02,1.233547009155154181e-02,1.328626645542681228e-02,1.516440268792212075e-02,1.312211290095001426e-02,1.410011438466608584e-02,1.962734210118651304e-02,1.796864689514041102e-02,1.735118410363793370e-02,1.998911018110811552e-02,1.532923145219683599e-02
1.464277312904596270e-02,1.487056226842105311e-02,1.491914582066238004e-02,1.522502754814922775e-02,1.102425382565706997e-02,1.297493739146739211e-02,1.280719894636422364e-02,1.263197445962578082e-02,1.430219788104295647e-02,1.739185845479369191e-02,1.565887735411524914e-02,1.965105687640607279e-02,1.715688420087099070e-02,1.993083624169230544e-02,2.330360487662255786e-02
1.653559953160584073e-02,1.300418123416602692e-02,1.725758837535977530e-02,2.167396524548530559e-02,2.142892369814217157e-02,1.336786917597055507e-02,1.234006585087627124e-02,1.403386702481657262e-02,1.556931210123002444e-02,1.485873949062079154e-02,2.482516872137784797e-02,1.684449473582208187e-02,1.811386526003479908e-02,1.723421562649309763e-02,2.053620197251439239e-02
1.634930630400776783e-02,1.794084489904344132e-02,1.569007010944187611e-02,1.231754035968333529e-02,1.400498849153518702e-02,1.500312362425029224e-02,1.440863921400159682e-02,1.380237664654850906e-02,1.346655732113868041e-02,1.661085971631109590e-02,1.627884698845446024e-02,1.576137552782893095e-02,1.530835875868797290e-02,1.930713193863630231e-02,2.104351278021931657e-02
1.824122537486255052e-02,1.490421746671199803e-02,1.232055918127298276e-02,1.222736414428800267e-02,1.555672729574143938e-02,1.343912013992667152e-02,1.597141702286898959e-02,1.611420876532793089e-02,1.505704002641141369e-02,1.286163017619401140e-02,1.580998779647052252e-02,1.566380587965249954e-02,1.376356530003249728e-02,1.678540634922683072e-02,1.544190595485270094e-02
1.864831173792481575e-02,1.171942427568137615e-02,1.474822433944791497e-02,1.954298160225153083e-02,1.917954663373529905e-02,1.436488491389900472e-02,1.409446651302278045e-02,1.410878873802721457e-02,1.662731562182307235e-02,1.650970565155148589e-02,1.940897609479725477e-02,1.741979691945016312e-02,1.846151784993708272e-02,2.045491538196802031e-02,1.747302399948239340e-02
2.316976511664688501e-02,1.114985794108360947e-02,1.085974971298128353e-02,1.680800328031182428e-02,1.794685654155910026e-02,1.437079603970050842e-02,1.430141131114214675e-02,1.398078810982406224e-02,1.327782865520566770e-02,1.691566305235028128e-02,1.504399112425744596e-02,1.681875112652778462e-02,1.613853768818080542e-02,1.446833257190883147e-02,1.822679551318287863e-02
1.714411224424839189e-02,1.157848030608147304e-02,1.341094487253576516e-02,1.614526740275323488e-02,1.302272220328450254e-02,1.351796180102974101e-02,1.350506077520549283e-02,1.888773442059755309e-02,1.311772287264466319e-02,1.530670620873570385e-02,1.247711440455168477e-02,2.226123548857867826e-02,1.501053023245185573e-02,1.527686227299272954e-02,1.696218182705342900e-02
1.801660382375121217e-02,1.402405317500233714e-02,1.447519350983202460e-02,1.354491298086941270e-02,1.736471558362245524e-02,1.781167660653591028e-02,1.768691889010369847e-02,1.519980462267994832e-02,1.619639052823185904e-02,1.657201449014246430e-02,1.711504704877734109e-02,1.692927893809974271e-02,1.331426508259028231e-02,1.947783886082470398e-02,1.467128537222743036e-02
1.637700644694268723e-02,1.461003664694726471e-02,1.344663286767899986e-02,1.337768232729285960e-02,1.140694808680564089e-02,1.575986884906888097e-02,1.744770606048405212e-02,1.628621252626180627e-02,1.529527014866471218e-02,1.483758908882737079e-02,1.803154619038105019e-02,1.588073688000440561e-02,1.810300274379551475e-02,1.593746974319219453e-02,1.652291940338909693e-02
2.186905510351061857e-02,1.456092595029622253e-02,1.170890941657126011e-02,1.679762995615601689e-02,1.840663037262857057e-02,1.427642512694001116e-02,1.488352535478770777e-02,1.596719523519277498e-02,1.981734159030020329e-02,1.520614795945584782e-02,1.419084046967327567e-02,1.576630977541208095e-02,1.646115798689425092e-02,1.511701930314302521e-02,1.724310994893312604e-02
1.636049558036029375e-02,1.332870576996356311e-02,1.403048142045736253e-02,1.702690600045025232e-02,1.389014278538525105e-02,1.421001577377319254e-02,1.381890268065035302e-02,1.857050582394003876e-02,1.695567148551344744e-02,2.054975354857742700e-02,1.641926752217114094e-02,1.553857209347188524e-02,1.573245818726718565e-02,1.460060898587107678e-02,1.542693568114191296e-02
