,epoch,loss
0,1,1.1078121662139893
1,1,1.0386710166931152
2,1,1.09458327293396
3,1,1.0055181980133057
4,1,1.072904109954834
5,1,0.9930210113525391
6,1,0.9921446442604065
7,1,1.0696537494659424
8,1,1.0079314708709717
9,1,1.0341112613677979
10,1,0.987083375453949
11,1,1.045553207397461
12,1,1.0164806842803955
13,1,0.9911563396453857
14,1,1.1235568523406982
15,1,0.9944188594818115
16,1,0.9867939352989197
17,1,1.060738205909729
18,1,1.0356847047805786
19,1,1.1678595542907715
20,1,1.0197705030441284
21,1,1.0180226564407349
22,1,0.9965742826461792
23,1,1.0414910316467285
24,1,1.0223394632339478
25,1,0.9900224208831787
26,1,1.0130034685134888
27,1,1.0100479125976562
28,1,0.9843848347663879
29,1,1.0045158863067627
30,1,0.9894915223121643
31,1,1.0502903461456299
32,1,0.9846776127815247
33,1,1.0131757259368896
34,1,1.0435091257095337
35,1,1.0131129026412964
36,1,1.0012784004211426
37,1,1.0408271551132202
38,1,1.0097923278808594
39,1,1.040709376335144
40,1,0.9934360980987549
41,1,1.0144959688186646
42,1,1.019761562347412
43,1,1.0453948974609375
44,1,1.0329995155334473
45,1,1.0278083086013794
46,1,1.0406466722488403
47,1,0.9860689043998718
48,1,0.9831464886665344
49,1,0.9844759702682495
50,1,1.102358102798462
51,1,0.9835845828056335
52,1,0.9908113479614258
53,1,1.0083897113800049
54,1,0.9868648052215576
55,1,0.9770053625106812
56,1,1.0059798955917358
57,1,0.9934326410293579
58,1,0.9702093601226807
59,1,0.9728658199310303
60,1,0.9700021743774414
61,1,0.986312210559845
62,1,0.9628831744194031
63,1,0.9628639221191406
64,1,0.9737170934677124
65,1,0.9726797342300415
66,1,0.9714975953102112
67,1,0.9803601503372192
68,1,0.9961491823196411
69,1,0.9489113092422485
70,1,1.0240074396133423
71,1,1.062373399734497
72,1,0.9464648365974426
73,1,0.9579911231994629
74,1,0.9621224403381348
75,1,0.9309882521629333
76,1,0.9929918646812439
77,1,0.943135678768158
78,1,0.9326283931732178
79,1,0.9267706274986267
80,1,0.9244741797447205
81,1,0.9182325601577759
82,1,0.9307727217674255
83,1,0.9085738658905029
84,1,0.9106582403182983
85,1,0.9012587666511536
86,1,0.9206952452659607
87,1,0.936450183391571
88,1,0.9264556765556335
89,1,0.9053590297698975
90,1,0.9126402139663696
91,1,0.8930961489677429
92,1,0.9812535047531128
93,1,0.9018402099609375
94,1,0.9361259341239929
95,1,0.8422473073005676
96,1,0.9239864349365234
97,1,0.8517376780509949
98,1,0.9163692593574524
99,1,0.9002387523651123
100,1,0.828672468662262
101,1,0.8322897553443909
102,1,0.9264861941337585
103,1,0.8874856233596802
104,1,0.8154425621032715
105,1,0.785755455493927
106,1,0.8159158825874329
107,1,0.8500374555587769
108,1,0.9264321327209473
109,1,0.8868798613548279
110,1,0.7909754514694214
111,1,0.8391340970993042
112,1,0.8755574226379395
113,1,0.9816425442695618
114,1,0.8267751336097717
115,1,0.8394045829772949
116,1,0.8053445816040039
117,1,0.7952719926834106
118,1,0.8198639750480652
119,1,0.6968300342559814
120,1,0.7446458339691162
121,1,0.7580395936965942
122,1,0.6836930513381958
123,1,0.7816110253334045
124,1,0.8004938364028931
125,1,0.7661727666854858
126,1,0.8004690408706665
127,1,0.6182609796524048
128,1,0.6713777780532837
129,1,0.6132758259773254
130,1,0.7421575784683228
131,1,0.7036898732185364
132,1,0.7232635021209717
133,1,0.7520256638526917
134,1,0.5776768326759338
135,1,0.6398067474365234
136,1,0.545944094657898
137,1,0.7675821781158447
138,1,0.638188898563385
139,1,0.4940498471260071
